train_loss,epoch,step,val_loss
0.7402956485748291,0,49,
0.7719998359680176,0,99,
0.5038003921508789,0,149,
0.44302666187286377,0,199,
0.9090784788131714,0,249,
0.2453637421131134,0,299,
0.7688480615615845,0,349,
0.2626233696937561,0,399,
0.28924182057380676,0,449,
0.8505808115005493,0,499,
0.979546844959259,0,549,
0.11746677756309509,0,599,
0.15152794122695923,0,649,
0.47663819789886475,0,699,
0.04719994217157364,0,749,
0.007098788395524025,0,799,
0.1555265188217163,0,849,
0.4429304897785187,0,899,
0.02044006623327732,0,949,
0.15706969797611237,0,999,
0.41472551226615906,0,1049,
0.1096787080168724,0,1099,
0.061948567628860474,0,1149,
0.07824031263589859,0,1199,
0.26150158047676086,0,1249,
0.8335666656494141,0,1299,
0.11305078864097595,0,1349,
0.7470748424530029,0,1399,
0.009554886259138584,0,1449,
0.04414504021406174,0,1499,
0.4099423587322235,0,1549,
0.3035089075565338,0,1599,
0.037217482924461365,0,1649,
0.45855939388275146,0,1699,
0.03684210777282715,0,1749,
0.39744675159454346,0,1799,
0.008056897670030594,0,1849,
0.11728591471910477,0,1899,
0.03534599766135216,0,1949,
0.7465863227844238,0,1999,
,0,1999,0.3492683470249176
0.4412837326526642,1,2049,
0.9947041273117065,1,2099,
0.11777151376008987,1,2149,
0.03550560399889946,1,2199,
2.753312110900879,1,2249,
0.0044161612167954445,1,2299,
0.5021306276321411,1,2349,
0.034319836646318436,1,2399,
0.07992270588874817,1,2449,
0.5126135349273682,1,2499,
0.5783752799034119,1,2549,
0.024052346125245094,1,2599,
0.036984581500291824,1,2649,
0.2737886309623718,1,2699,
0.003707254072651267,1,2749,
0.00017512594058644027,1,2799,
0.07105454802513123,1,2849,
0.4334603548049927,1,2899,
0.0016058370238170028,1,2949,
0.12997756898403168,1,2999,
0.36390870809555054,1,3049,
0.039705801755189896,1,3099,
0.028410255908966064,1,3149,
0.026684848591685295,1,3199,
0.20796829462051392,1,3249,
0.9310092926025391,1,3299,
0.044910117983818054,1,3349,
0.6283226609230042,1,3399,
0.0015650902641937137,1,3449,
0.021298054605722427,1,3499,
0.4456891119480133,1,3549,
0.29591211676597595,1,3599,
0.018768534064292908,1,3649,
0.35492122173309326,1,3699,
0.017710978165268898,1,3749,
0.3453761637210846,1,3799,
0.00226595695130527,1,3849,
0.09315567463636398,1,3899,
0.02329556830227375,1,3949,
0.7231181859970093,1,3999,
,1,3999,0.3286244869232178
0.36725521087646484,2,4049,
0.8060899376869202,2,4099,
0.09750996530056,2,4149,
0.021394232288002968,2,4199,
2.3775858879089355,2,4249,
0.0018774262862280011,2,4299,
0.44446778297424316,2,4349,
0.021307360380887985,2,4399,
0.06680583953857422,2,4449,
0.5270636081695557,2,4499,
0.4801814556121826,2,4549,
0.01625320315361023,2,4599,
0.022282671183347702,2,4649,
0.23446913063526154,2,4699,
0.0018211378483101726,2,4749,
5.0709888455457985e-05,2,4799,
0.05434418469667435,2,4849,
0.4550568461418152,2,4899,
0.0008095651282928884,2,4949,
0.13985668122768402,2,4999,
0.34082522988319397,2,5049,
0.02197202853858471,2,5099,
0.021040190011262894,2,5149,
0.015449430793523788,2,5199,
0.19122830033302307,2,5249,
0.9922634363174438,2,5299,
0.03512599691748619,2,5349,
0.5772684216499329,2,5399,
0.000541975605301559,2,5449,
0.015879543498158455,2,5499,
0.4941718578338623,2,5549,
0.29916730523109436,2,5599,
0.014541166834533215,2,5649,
0.3130451440811157,2,5699,
0.01176536176353693,2,5749,
0.3049490749835968,2,5799,
0.0013043279759585857,2,5849,
0.08083169162273407,2,5899,
0.020118260756134987,2,5949,
0.7675932049751282,2,5999,
,2,5999,0.31687915325164795
0.31912514567375183,3,6049,
0.7166996002197266,3,6099,
0.07920527458190918,3,6149,
0.015483989380300045,3,6199,
1.9961332082748413,3,6249,
0.0015309692826122046,3,6299,
0.3923189342021942,3,6349,
0.01713978685438633,3,6399,
0.06697909533977509,3,6449,
0.5755816102027893,3,6499,
0.4316908121109009,3,6549,
0.01345573179423809,3,6599,
0.017277225852012634,3,6649,
0.20661799609661102,3,6699,
0.0013862139312550426,3,6749,
2.6661027732188813e-05,3,6799,
0.04571893811225891,3,6849,
0.5267343521118164,3,6899,
0.0007041055941954255,3,6949,
0.1399393081665039,3,6999,
0.3357484042644501,3,7049,
0.015095161274075508,3,7099,
0.016710033640265465,3,7149,
0.010043714195489883,3,7199,
0.18093480169773102,3,7249,
1.0602474212646484,3,7299,
0.031047657132148743,3,7349,
0.5225124359130859,3,7399,
0.00028040126198902726,3,7449,
0.013597036711871624,3,7499,
0.5357800722122192,3,7549,
0.31054115295410156,3,7599,
0.012943730689585209,3,7649,
0.2843751311302185,3,7699,
0.009683862328529358,3,7749,
0.2762012183666229,3,7799,
0.000986248254776001,3,7849,
0.07623104751110077,3,7899,
0.01851728744804859,3,7949,
0.7705528736114502,3,7999,
,3,7999,0.3089587092399597
0.2830716073513031,4,8049,
0.6797770261764526,4,8099,
0.06980964541435242,4,8149,
0.011986278928816319,4,8199,
1.6479063034057617,4,8249,
0.001226778607815504,4,8299,
0.35295456647872925,4,8349,
0.01495165191590786,4,8399,
0.06774468719959259,4,8449,
0.6132402420043945,4,8499,
0.39222970604896545,4,8549,
0.011283299885690212,4,8599,
0.014213874004781246,4,8649,
0.19123992323875427,4,8699,
0.0009977060835808516,4,8749,
1.5512045138166286e-05,4,8799,
0.039714157581329346,4,8849,
0.6066378951072693,4,8899,
0.0006345640285871923,4,8949,
0.1457711160182953,4,8999,
0.3260751962661743,4,9049,
0.011096364818513393,4,9099,
0.01373748667538166,4,9149,
0.006668854504823685,4,9199,
0.1773751825094223,4,9249,
1.1100986003875732,4,9299,
0.030123868957161903,4,9349,
0.49241507053375244,4,9399,
0.00016438175225630403,4,9449,
0.012097915634512901,4,9499,
0.5345625877380371,4,9549,
0.3051045536994934,4,9599,
0.011082181707024574,4,9649,
0.27228766679763794,4,9699,
0.007960094138979912,4,9749,
0.2545388638973236,4,9799,
0.0007377666770480573,4,9849,
0.0711529478430748,4,9899,
0.015506813302636147,4,9949,
0.7726348638534546,4,9999,
,4,9999,0.30431681871414185
0.2555926442146301,5,10049,
